symbol,0,2,4,6,8,10,12,14,16,18,20,22
CACNA1G,0.733034339,0.454145902,1.845172775,-0.370919545,-1.09880719,-0.473723494,1.673797915,-1.03728992,0.885210252,1.933052127,-0.786583193,-1.259356491
TNFRSF12A,-1.225659827,-0.590837575,-0.959342498,-0.469508334,-0.008040657,-0.798416277,-0.062765479,-1.668806535,1.429914639,-0.935997923,0.059432479,-0.364283297
DLX6,-0.342207072,-0.305657319,-0.26968648,-0.255107317,-0.135059987,3.486289688,-0.342207072,2.98160919,-0.264780383,-0.342207072,-0.273200055,-0.307630665
MAP3K9,0.295870807,1.747108037,0.959605036,0.526924233,-0.390946795,-1.301086784,-0.882635727,-1.360424945,-1.636944068,-0.607276145,-0.612648767,-0.195697834
RALA,0.146607845,0.330889708,0.679057004,0.59602661,0.758614679,0.237155057,0.360304286,-0.539433199,0.707516578,-0.331234446,-0.1193634,0.122006511
BAIAP2L1,0.084458413,0.499078144,0.763837224,0.494390634,0.394450876,-2.201026178,-0.681147021,-0.813209474,-2.473997329,-0.586208265,-0.400323764,0.420348202
JHDM1D,0.357097143,0.521407787,0.698311661,0.805706956,-0.205503001,-1.600174996,-1.815308764,-2.27828558,-1.585912788,0.077804046,-0.260080164,-0.665245387
ETV1,-0.423208444,-0.51923213,-0.144858369,-0.273578663,-0.073524224,2.524196044,-0.868965048,3.660897036,-0.496216807,-0.382603521,-0.172742262,-0.153620576
AGK,-0.384344426,-0.753424884,1.023298468,0.241088426,-0.819136307,3.144353405,1.126968587,2.243289432,0.259395379,-0.552414474,-0.428512263,-0.070729058
ALDH3B1,0.860894226,0.307464004,0.876192593,1.107228054,0.129579953,-2.048060689,0.081813506,-2.387379177,-0.668173559,-0.5790254,-0.207249617,0.299156312
TTC22,0.343195793,-0.036326904,0.520670388,0.19595205,-0.143482866,-1.822696544,0.151814459,-2.987576915,-1.109120594,-0.59814457,-0.552797649,-0.873982125
